Squirtle,1,37.8048668070783,-122.430135063324,808580d8d15,MTY2NzAyMjU5NjEyODk1Nzg0Nzc=,2016-09-27T15:07:43
Squirtle,1,37.7995179509328,-122.405180637524,808580f43bb,NDU0NTkwNjE1MzIzOTYzNTg1Mw==,2016-09-27T15:13:34
Squirtle,1,37.7995179509328,-122.405180637524,808580f43bb,NDU0NTkwNjE1MzIzOTYzNTg1Mw==,2016-09-27T15:13:34
Squirtle,1,37.8002237208531,-122.438451886937,808580d6d9d,OTE3Mjg2ODkyNTczNjE5Mjg3Nw==,2016-09-27T15:22:29
Charizard,6,37.8140119613702,-122.440309810565,80858131efd,MzY5NjQwNjIwODAwMzM3OTAx,2016-09-27T15:25:44
Vaporeon,134,37.8094683824499,-122.410579083181,808580fcf29,NTAzMDM3MDI4NzMwMzY4NDU3Mw==,2016-09-27T15:55:10
Vaporeon,134,37.8075529520913,-122.426241855456,808580df855,NTA1OTkwMTg2NTE1MzM1NDQxMw==,2016-09-27T16:01:36
Flareon,136,37.8042116252761,-122.429604179849,808580ded2f,NjM0MDE2ODEyMDM5NTA1NTY5Mw==,2016-09-27T16:05:35
Vaporeon,134,37.8082261561635,-122.420667238187,808580e1b0f,NzQ5MzcyNDI0ODYxOTI2OTYyOQ==,2016-09-27T21:09:26
Vaporeon,134,37.8071808941679,-122.426241855456,808580df99f,MTc1ODcyNTE0MzczNjA2MTU4MDU=,2016-09-27T21:32:20
Flareon,136,37.8072280819356,-122.426330339057,808580df9a3,MTE1MjE3MTQzODQwMjE0ODk2NDU=,2016-09-28T00:36:41
Blastoise,9,37.7968763180758,-122.411110062859,808580f243b,MTY3ODkyMzc5MjI0NTM0NzU3NTc=,2016-09-28T02:26:27
Snorlax,143,37.7967033917959,-122.40925162225,808580f3a81,NzkxMTUzMjYxNzcwMzMwNjM2NQ==,2016-09-28T02:30:27
Flareon,136,37.7949688450977,-122.406419649564,8085808b527,MTIyNTUyOTA5NTAxNzU2ODQ1ODk=,2016-09-28T02:50:01
Slowbro,80,37.8131079185929,-122.414472871846,8085811d147,MzMyODUwODY3MDk0NDQ3MzIxMw==,2016-09-28T04:02:19
Vaporeon,134,37.8104702368167,-122.410225095239,808580fcfe9,OTIzMjQyNzA2NDU3MTAwNDE1Nw==,2016-09-28T04:35:24
Dewgong,87,37.8109956776633,-122.419162925666,8085811e103,MTgwNTIwODI2MjIwNzI5MTY3MzM=,2016-09-28T08:34:49
Slowbro,80,37.8172004518832,-122.414472871846,8085811b68d,NTYzNDc1NzUzODIxNDA0NjQyOQ==,2016-09-28T08:37:06
Flareon,136,37.7981566334099,-122.40597714694,808580f4667,MTY5NDUyNDQzOTQyNTI4MzE5Nw==,2016-09-28T08:56:10
Vaporeon,134,37.8089228430088,-122.416950662223,808580e249f,NTcwMDAzMTIxMjk5NTkxNjI2OQ==,2016-09-28T10:24:17
Flareon,136,37.7968763180758,-122.411110062859,808580f243b,MTI3MDU1NTk5Mjk3NTYwMzc2Nzc=,2016-09-28T10:26:27
Snorlax,143,37.7968568948094,-122.406331149188,808580f4907,MTY0MjgwODczODM5NTUyMzM1ODE=,2016-09-28T11:48:47
Venusaur,3,37.8010731102831,-122.410048100821,808580f1aaf,NDU1NDAzNjk3NDQ0NzI0MTIxMw==,2016-09-28T12:37:13
Vaporeon,134,37.8082261561635,-122.420667238187,808580e1b0f,MTAzMDQzODMwMDgzMDQ2MjYyMzc=,2016-09-28T17:09:26
Vaporeon,134,37.8108406461378,-122.411198559211,808580fd185,Njc1NTkyMTIyNjIwMjcwOTY0NQ==,2016-09-28T18:00:05
Vaporeon,134,37.8080828549755,-122.4286308865,80858120bc9,MTM0MjI3NjA3ODAyNzI2MzUwODU=,2016-09-28T18:47:20
Venusaur,3,37.7983311607526,-122.406862150325,808580f4743,MTQ0NTUzNTc2NDMzMjk1NzA1NDE=,2016-09-28T19:09:02
Vaporeon,134,37.8016254395396,-122.398808345013,8085805f263,MzE1MDU3MDM3MjU0NDAwNzk0OQ==,2016-09-28T20:40:08
Dewgong,87,37.8086551509724,-122.440309810565,8085812eb29,MzcxNDMxNDg2MjI1ODI5MDAyOQ==,2016-09-28T20:57:00
Alakazam,65,37.8003943868122,-122.423144882412,808580e7ee9,MTI2NTYyNjg2ODQzNTU1Nzc0MjE=,2016-09-28T22:30:12
Vileplume,45,37.7963759069546,-122.406685150244,808580f498d,MTUwODgyMzMzNzI1NzkxMjMwMjE=,2016-09-28T22:37:58
Exeggutor,103,37.7967033917959,-122.40925162225,808580f3a81,MzIzNTk4MTEyNTk5NDA2ODg0NQ==,2016-09-29T01:30:27
Vaporeon,134,37.8081753660487,-122.429781141306,808581274ab,NDAzMjMxMTc2NTMwODQwMjY2OQ==,2016-09-29T03:05:46
Vaporeon,134,37.8092145724161,-122.41261449071,808580fccd1,ODY0MTk3MjAwMTc3NTU5OTY3Nw==,2016-09-29T04:03:57
Venusaur,3,37.8043542431567,-122.439778978603,80858129e71,MTgyMjk1MTM0MjM5MTI4OTg5NzM=,2016-09-29T04:27:58
Vaporeon,134,37.8074294120582,-122.430754423983,80858127449,NDkyMzg3NzA4OTY3MzMxMzUwMQ==,2016-09-29T04:28:25
Vaporeon,134,37.8077560728511,-122.406950650254,808580f9623,Mzg3NDAxNzI3NTQ0MzA1NTU5Nw==,2016-09-29T08:05:40
Dewgong,87,37.8165037191742,-122.418189535492,8085811be09,ODE5NTI0MzM4NTYwNjY3OTM0MQ==,2016-09-29T08:12:57
Lapras,131,37.8112206738571,-122.418189535492,8085811de33,NDU3MDQ3MzQzNDM1MjE3Nzk0OQ==,2016-09-29T08:46:11
Snorlax,143,37.8003776496646,-122.409163124258,808580f1129,NjY2OTYyMzAzNjI2Njk2MTg2OQ==,2016-09-29T11:24:44
Venusaur,3,37.8021702031533,-122.413499438208,808580eff0b,MTM2NTU5OTA4MzQyOTc0MjU5OTc=,2016-09-29T12:22:32
Venusaur,3,37.7999013859849,-122.406596650092,808580f6a9d,OTkwNjQ1MTM0MDE4NTE5NTQ5,2016-09-29T12:55:24
Snorlax,143,37.806532840648,-122.421817580278,808580e0fad,MTc4Mjc4NzI5NTY4MzU5Mzk3MDk=,2016-09-29T13:19:40
Victreebel,71,37.8011432994324,-122.416596695747,808580ef643,MTM3MjkyMjYyODEyMzU4MDU4Mzc=,2016-09-29T13:18:57
Venusaur,3,37.8044184884684,-122.431108342717,808580d8de3,MTA4NTM2MDM2MzkyNDY2NTA4NQ==,2016-09-29T13:24:07
Vaporeon,134,37.8076213015249,-122.436416980415,80858128895,NTUwNjk5NzI0MDYwODc0NTkzMw==,2016-09-29T13:52:57
Venusaur,3,37.798368620302,-122.40456112603,808580f4541,MjM5NTIzMTExMjUxMTA1OTE3,2016-09-29T14:05:24
Flareon,136,37.7983705357043,-122.423675798567,808580e8193,MTMyNDI4MDg2NTc1MTQ5MDY0NDU=,2016-09-29T16:15:35
